---,Actor,Location,Rotation,Scale,Meshes
Row_3545,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-364544.368864,Y=243625.120729,Z=-2613.557899)","(Pitch=-0.958023,Yaw=86.317191,Roll=44.515763)","(X=2.000000,Y=2.000000,Z=2.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/under_sea/S_Huge_Nordic_Coastal_Cliff_ullqbb1ga_under_sea.S_Huge_Nordic_Coastal_Cliff_ullqbb1ga_under_sea'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b06/Cliff/Materials/MI_pal_b06_coastcliff_01""')))"
Row_3546,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-364644.787514,Y=243185.497666,Z=-2325.212887)","(Pitch=4.058540,Yaw=242.049758,Roll=53.899216)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/under_sea/S_Huge_Nordic_Coastal_Cliff_ullqbb1ga_under_sea.S_Huge_Nordic_Coastal_Cliff_ullqbb1ga_under_sea'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b06/Cliff/Materials/MI_pal_b06_coastcliff_01""')))"
Row_3547,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-365158.449389,Y=244033.437395,Z=-2857.898213)","(Pitch=1.422259,Yaw=120.410806,Roll=80.996142)","(X=3.000000,Y=3.000000,Z=3.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/under_sea/S_Huge_Nordic_Coastal_Cliff_ullqbb1ga_under_sea.S_Huge_Nordic_Coastal_Cliff_ullqbb1ga_under_sea'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b06/Cliff/Materials/MI_pal_b06_coastcliff_01""')))"
Row_3548,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-365937.480353,Y=245321.257984,Z=-2826.056112)","(Pitch=-2.958022,Yaw=-229.481479,Roll=-121.813244)","(X=3.500000,Y=3.500000,Z=3.500000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/under_sea/S_Huge_Nordic_Coastal_Cliff_ullqbb1ga_under_sea.S_Huge_Nordic_Coastal_Cliff_ullqbb1ga_under_sea'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b06/Cliff/Materials/MI_pal_b06_coastcliff_01""')))"
Row_3549,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-364940.408965,Y=248132.004634,Z=-2445.011382)","(Pitch=7.138979,Yaw=-19.968041,Roll=-77.404087)","(X=0.700000,Y=0.700000,Z=0.700000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Megascans/3D_Assets/Huge_Sandstone_Cliff_vmilbh3/S_Huge_Sandstone_Cliff_vmilbh3_lod3_Var1.S_Huge_Sandstone_Cliff_vmilbh3_lod3_Var1'',Materials=(MaterialInstanceConstant'""/Game/Megascans/3D_Assets/Huge_Sandstone_Cliff_vmilbh3/MI_Huge_Sandstone_Cliff_vmilbh3""')))"
Row_3550,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-365017.416908,Y=247608.330111,Z=-2316.158738)","(Pitch=-8.616789,Yaw=-211.378344,Roll=-120.623516)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/under_sea/S_Huge_Nordic_Coastal_Cliff_ullqbb1ga_under_sea.S_Huge_Nordic_Coastal_Cliff_ullqbb1ga_under_sea'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b06/Cliff/Materials/MI_pal_b06_coastcliff_01""')))"
Row_3551,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-364786.422298,Y=232124.892173,Z=-3223.760908)","(Pitch=0.000000,Yaw=0.000000,Roll=41.933054)","(X=2.588683,Y=2.588683,Z=2.588683)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/under_sea/S_Huge_Nordic_Coastal_Cliff_ullqbb1ga_under_sea.S_Huge_Nordic_Coastal_Cliff_ullqbb1ga_under_sea'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b06/Cliff/Materials/MI_pal_b06_coastcliff_01""')))"
Row_3552,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-361240.220192,Y=233784.093067,Z=-3558.240827)","(Pitch=-0.414231,Yaw=95.670807,Roll=46.097232)","(X=3.541908,Y=3.541908,Z=3.541908)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Model/Stage/under_sea/S_Huge_Nordic_Coastal_Cliff_ullqbb1ga_under_sea.S_Huge_Nordic_Coastal_Cliff_ullqbb1ga_under_sea'',Materials=(MaterialInstanceConstant'""/Game/Pal/Model/Stage/b06/Cliff/Materials/MI_pal_b06_coastcliff_01""')))"
Row_3553,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-317622.671631,Y=408778.733915,Z=1526.239666)","(Pitch=0.000000,Yaw=28.672034,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/SD_Art/Oil_Rig/Assets/Barrel_Metal/SM_Barrel_Oil_Metal_02_Clean_01_.SM_Barrel_Oil_Metal_02_Clean_01_'',Materials=(MaterialInstanceConstant'""/Game/SD_Art/Oil_Rig/Assets/Barrel_Metal/MI_Barrel_Metal_01""')))"
Row_3554,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-316630.426739,Y=408793.180852,Z=1500.977337)","(Pitch=0.000000,Yaw=85.509260,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/SD_Art/Oil_Rig/Assets/Barrel_Trolley/SM_Barrel_Trolley_01_.SM_Barrel_Trolley_01_'',Materials=(MaterialInstanceConstant'""/Game/SD_Art/Oil_Rig/Assets/Barrel_Trolley/MI_Barrel_Trolley_01""')))"
Row_3555,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-317675.463589,Y=408761.817388,Z=1499.879803)","(Pitch=0.000000,Yaw=45.571600,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/SD_Art/Oil_Rig/Assets/Crate_Metal/SM_BarrelCrate_Rectangular_01_.SM_BarrelCrate_Rectangular_01_'',Materials=(MaterialInstanceConstant'""/Game/SD_Art/Oil_Rig/Assets/Crate_Metal/MI_Crate_Metal_01""')))"
Row_3556,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-200.000137,Y=-199.999512,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/SD_Art/Oil_Rig/Assets/Catwalks/SM_Catwalk_Floor_4x2M.SM_Catwalk_Floor_4x2M'',Materials=(MaterialInstanceConstant'""/Game/SD_Art/Oil_Rig/Assets/Catwalks/MI_Catwalk_Trims""',MaterialInstanceConstant'""/Game/SD_Art/Oil_Rig/Assets/Catwalks/MI_Catwalk_Beams_Painted_01""')))"
Row_3557,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-395.607344,Y=0.000336,Z=-0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=-0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/SD_Art/Oil_Rig/Assets/Catwalks/SM_Catwalk_Floor_2x2M.SM_Catwalk_Floor_2x2M'',Materials=(MaterialInstanceConstant'""/Game/SD_Art/Oil_Rig/Assets/Catwalks/MI_Catwalk_Trims""',MaterialInstanceConstant'""/Game/SD_Art/Oil_Rig/Assets/Catwalks/MI_Catwalk_Beams_Painted_01""')))"
Row_3558,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-395.607345,Y=199.989024,Z=0.000001)","(Pitch=0.000000,Yaw=0.000000,Roll=-0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/SD_Art/Oil_Rig/Assets/Catwalks/SM_Catwalk_Floor_2x2M.SM_Catwalk_Floor_2x2M'',Materials=(MaterialInstanceConstant'""/Game/SD_Art/Oil_Rig/Assets/Catwalks/MI_Catwalk_Trims""',MaterialInstanceConstant'""/Game/SD_Art/Oil_Rig/Assets/Catwalks/MI_Catwalk_Beams_Painted_01""')))"
Row_3559,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-395.607342,Y=-199.083827,Z=0.000002)","(Pitch=0.000000,Yaw=0.000000,Roll=-0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/SD_Art/Oil_Rig/Assets/Catwalks/SM_Catwalk_Floor_2x2M.SM_Catwalk_Floor_2x2M'',Materials=(MaterialInstanceConstant'""/Game/SD_Art/Oil_Rig/Assets/Catwalks/MI_Catwalk_Trims""',MaterialInstanceConstant'""/Game/SD_Art/Oil_Rig/Assets/Catwalks/MI_Catwalk_Beams_Painted_01""')))"
Row_3560,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-199.999969,Y=0.000335,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/SD_Art/Oil_Rig/Assets/Catwalks/SM_Catwalk_Floor_2x2M.SM_Catwalk_Floor_2x2M'',Materials=(MaterialInstanceConstant'""/Game/SD_Art/Oil_Rig/Assets/Catwalks/MI_Catwalk_Trims""',MaterialInstanceConstant'""/Game/SD_Art/Oil_Rig/Assets/Catwalks/MI_Catwalk_Beams_Painted_01""')))"
Row_3561,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-199.999725,Y=200.000198,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/SD_Art/Oil_Rig/Assets/Catwalks/SM_Catwalk_Floor_4x2M.SM_Catwalk_Floor_4x2M'',Materials=(MaterialInstanceConstant'""/Game/SD_Art/Oil_Rig/Assets/Catwalks/MI_Catwalk_Trims""',MaterialInstanceConstant'""/Game/SD_Art/Oil_Rig/Assets/Catwalks/MI_Catwalk_Beams_Painted_01""')))"
Row_3562,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-391.472319,Y=-399.999149,Z=-4.292103)","(Pitch=0.000000,Yaw=90.000008,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/SD_Art/Oil_Rig/Assets/Catwalks/SM_Catwalk_Floor_Railing_2M.SM_Catwalk_Floor_Railing_2M'',Materials=(MaterialInstanceConstant'""/Game/SD_Art/Oil_Rig/Assets/Catwalks/MI_Catwalk_Beams_Painted_01""')))"
Row_3563,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-391.472426,Y=-199.999546,Z=-4.292103)","(Pitch=0.000000,Yaw=90.000008,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/SD_Art/Oil_Rig/Assets/Catwalks/SM_Catwalk_Floor_Railing_2M.SM_Catwalk_Floor_Railing_2M'',Materials=(MaterialInstanceConstant'""/Game/SD_Art/Oil_Rig/Assets/Catwalks/MI_Catwalk_Beams_Painted_01""')))"
Row_3564,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-391.472152,Y=0.000317,Z=-4.292103)","(Pitch=0.000000,Yaw=90.000008,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/SD_Art/Oil_Rig/Assets/Catwalks/SM_Catwalk_Floor_Railing_2M.SM_Catwalk_Floor_Railing_2M'',Materials=(MaterialInstanceConstant'""/Game/SD_Art/Oil_Rig/Assets/Catwalks/MI_Catwalk_Beams_Painted_01""')))"
Row_3565,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=195.100977,Y=199.999074,Z=-3.932584)","(Pitch=-0.000000,Yaw=-90.000236,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/SD_Art/Oil_Rig/Assets/Catwalks/SM_Catwalk_Floor_Railing_2M.SM_Catwalk_Floor_Railing_2M'',Materials=(MaterialInstanceConstant'""/Game/SD_Art/Oil_Rig/Assets/Catwalks/MI_Catwalk_Beams_Painted_01""')))"
Row_3566,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=195.100687,Y=-0.000865,Z=-3.932584)","(Pitch=-0.000000,Yaw=-90.000236,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/SD_Art/Oil_Rig/Assets/Catwalks/SM_Catwalk_Floor_Railing_2M.SM_Catwalk_Floor_Railing_2M'',Materials=(MaterialInstanceConstant'""/Game/SD_Art/Oil_Rig/Assets/Catwalks/MI_Catwalk_Beams_Painted_01""')))"
Row_3567,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=195.099406,Y=-199.984355,Z=-3.932584)","(Pitch=-0.000000,Yaw=-90.000236,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/SD_Art/Oil_Rig/Assets/Catwalks/SM_Catwalk_Floor_Railing_2M.SM_Catwalk_Floor_Railing_2M'',Materials=(MaterialInstanceConstant'""/Game/SD_Art/Oil_Rig/Assets/Catwalks/MI_Catwalk_Beams_Painted_01""')))"
Row_3568,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-317004.941102,Y=409039.390413,Z=1800.990274)","(Pitch=0.000000,Yaw=50.000128,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/SD_Art/Oil_Rig/Assets/Catwalks/SM_Catwalk_Floor_2x2M.SM_Catwalk_Floor_2x2M'',Materials=(MaterialInstanceConstant'""/Game/SD_Art/Oil_Rig/Assets/Catwalks/MI_Catwalk_Trims""',MaterialInstanceConstant'""/Game/SD_Art/Oil_Rig/Assets/Catwalks/MI_Catwalk_Beams_Painted_01""')))"
Row_3569,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-0.650037,Y=2.510281,Z=-33.463939)","(Pitch=-0.000095,Yaw=-0.000002,Roll=-94.288857)","(X=0.999999,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/SD_Art/Oil_Rig/Assets/Support_Columns/SM_Column_Small_5M.SM_Column_Small_5M'',Materials=(MaterialInstanceConstant'""/Game/SD_Art/Oil_Rig/Assets/Support_Columns/MI_Support_Columns_01""')))"
Row_3570,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-9.952494,Y=-2.492714,Z=33.260270)","(Pitch=-0.000027,Yaw=-0.000021,Roll=166.701721)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/SD_Art/Oil_Rig/Assets/Support_Columns/SM_Column_Small_5M.SM_Column_Small_5M'',Materials=(MaterialInstanceConstant'""/Game/SD_Art/Oil_Rig/Assets/Support_Columns/MI_Support_Columns_01""')))"
Row_3571,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-8.311145,Y=-5.103968,Z=68.065005)","(Pitch=-0.000027,Yaw=-0.000056,Roll=-48.985096)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/SD_Art/Oil_Rig/Assets/Support_Columns/SM_Column_Small_5M.SM_Column_Small_5M'',Materials=(MaterialInstanceConstant'""/Game/SD_Art/Oil_Rig/Assets/Support_Columns/MI_Support_Columns_01""')))"
Row_3572,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=498.611408,Y=-28.825277,Z=46.827931)","(Pitch=0.155625,Yaw=-179.988282,Roll=-55.170429)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/SD_Art/Oil_Rig/Assets/Support_Columns/SM_Column_Small_5M.SM_Column_Small_5M'',Materials=(MaterialInstanceConstant'""/Game/SD_Art/Oil_Rig/Assets/Support_Columns/MI_Support_Columns_01""')))"
Row_3573,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=511.629897,Y=-26.285834,Z=12.927182)","(Pitch=0.155618,Yaw=-179.988281,Roll=-171.422195)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/SD_Art/Oil_Rig/Assets/Support_Columns/SM_Column_Small_5M.SM_Column_Small_5M'',Materials=(MaterialInstanceConstant'""/Game/SD_Art/Oil_Rig/Assets/Support_Columns/MI_Support_Columns_01""')))"
Row_3574,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=491.612022,Y=-23.835595,Z=-19.722531)","(Pitch=0.155373,Yaw=-179.988281,Roll=-4.720413)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/SD_Art/Oil_Rig/Assets/Support_Columns/SM_Column_Small_5M.SM_Column_Small_5M'',Materials=(MaterialInstanceConstant'""/Game/SD_Art/Oil_Rig/Assets/Support_Columns/MI_Support_Columns_01""')))"
Row_3575,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=505.927965,Y=-50.916061,Z=-4.720648)","(Pitch=0.156056,Yaw=-179.988281,Roll=94.288903)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/SD_Art/Oil_Rig/Assets/Support_Columns/SM_Column_Small_5M.SM_Column_Small_5M'',Materials=(MaterialInstanceConstant'""/Game/SD_Art/Oil_Rig/Assets/Support_Columns/MI_Support_Columns_01""')))"
Row_3576,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=10.221868,Y=-10.142887,Z=135.254429)","(Pitch=-2.976575,Yaw=0.223356,Roll=56.007121)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/SD_Art/Oil_Rig/Assets/Support_Columns/SM_Column_Small_5M.SM_Column_Small_5M'',Materials=(MaterialInstanceConstant'""/Game/SD_Art/Oil_Rig/Assets/Support_Columns/MI_Support_Columns_01""')))"
Row_3577,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-317846.628987,Y=408725.875697,Z=1508.887371)","(Pitch=0.000007,Yaw=52.418768,Roll=94.288918)","(X=0.789486,Y=0.586403,Z=0.586403)","((StaticMesh=/Script/Engine.StaticMesh'/Game/SD_Art/Oil_Rig/Assets/Support_Columns/SM_Column_Small_5M.SM_Column_Small_5M'',Materials=(MaterialInstanceConstant'""/Game/SD_Art/Oil_Rig/Assets/Support_Columns/MI_Support_Columns_01""')))"
Row_3578,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=100.002137,Y=-394.975708,Z=-20.738159)","(Pitch=0.000137,Yaw=-90.000114,Roll=0.000000)","(X=0.673404,Y=0.673404,Z=0.673404)","((StaticMesh=/Script/Engine.StaticMesh'/Game/SD_Art/Oil_Rig/Assets/Support_Columns/SM_Columns_Small_Merged_03_.SM_Columns_Small_Merged_03_'',Materials=(MaterialInstanceConstant'""/Game/SD_Art/Oil_Rig/Assets/Support_Columns/MI_Support_Columns_01""')))"
Row_3579,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=100.003190,Y=74.995468,Z=-20.738281)","(Pitch=0.000137,Yaw=-90.000114,Roll=0.000000)","(X=0.673404,Y=0.673404,Z=0.673404)","((StaticMesh=/Script/Engine.StaticMesh'/Game/SD_Art/Oil_Rig/Assets/Support_Columns/SM_Columns_Small_Merged_03_.SM_Columns_Small_Merged_03_'',Materials=(MaterialInstanceConstant'""/Game/SD_Art/Oil_Rig/Assets/Support_Columns/MI_Support_Columns_01""')))"
Row_3580,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-316892.844083,Y=409333.661118,Z=1499.724164)","(Pitch=-0.000153,Yaw=49.999274,Roll=-0.000130)","(X=0.718039,Y=0.718039,Z=0.667041)","((StaticMesh=/Script/Engine.StaticMesh'/Game/SD_Art/Oil_Rig/Assets/Electrical_Structures_Panels/PalMeshes/SM_Cooler_Module_Post_02.SM_Cooler_Module_Post_02'',Materials=(MaterialInstanceConstant'""/Game/SD_Art/Oil_Rig/PalLitMaterial/MI_pal_b00_SD_ElectricalStructuresPanels_Cooler_Module_01_003""')))"
Row_3581,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-316325.520868,Y=408930.307565,Z=1499.724163)","(Pitch=-0.000237,Yaw=-130.000848,Roll=-0.000122)","(X=0.718039,Y=0.718039,Z=0.671597)","((StaticMesh=/Script/Engine.StaticMesh'/Game/SD_Art/Oil_Rig/Assets/Electrical_Structures_Panels/PalMeshes/SM_Cooler_Module_Post_02.SM_Cooler_Module_Post_02'',Materials=(MaterialInstanceConstant'""/Game/SD_Art/Oil_Rig/PalLitMaterial/MI_pal_b00_SD_ElectricalStructuresPanels_Cooler_Module_01_003""')))"
Row_3582,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-316697.680395,Y=409242.586161,Z=1499.724163)","(Pitch=-0.000237,Yaw=-130.000848,Roll=-0.000122)","(X=0.718039,Y=0.718039,Z=0.671597)","((StaticMesh=/Script/Engine.StaticMesh'/Game/SD_Art/Oil_Rig/Assets/Electrical_Structures_Panels/PalMeshes/SM_Cooler_Module_Post_02.SM_Cooler_Module_Post_02'',Materials=(MaterialInstanceConstant'""/Game/SD_Art/Oil_Rig/PalLitMaterial/MI_pal_b00_SD_ElectricalStructuresPanels_Cooler_Module_01_003""')))"
Row_3583,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-317622.162938,Y=408918.878473,Z=1534.921551)","(Pitch=59.999027,Yaw=-61.019769,Roll=-89.998787)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/SD_Art/Oil_Rig/Assets/Crane/SM_Crane_Hook_Pulley_01_.SM_Crane_Hook_Pulley_01_'',Materials=(MaterialInstanceConstant'""/Game/SD_Art/Oil_Rig/Assets/Crane/PalLitMaterial/MI_Crane_Hook_01""')))"
Row_3584,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-317072.581650,Y=408507.611770,Z=1498.594036)","(Pitch=0.000000,Yaw=-39.999994,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/SD_Art/Oil_Rig/Assets/Tank/SM_Fuel_Tank_01_.SM_Fuel_Tank_01_'',Materials=(MaterialInstanceConstant'""/Game/SD_Art/Oil_Rig/Assets/Tank/MI_Tank_Platform""',MaterialInstanceConstant'""/Game/SD_Art/Oil_Rig/Assets/Tank/MI_Tiling_Tank_Welds_01""',MaterialInstanceConstant'""/Game/SD_Art/Oil_Rig/Assets/Pipes/Valves/Valves_Medium/MI_Valve_Medium_02_Grey""',MaterialInstanceConstant'""/Game/SD_Art/Oil_Rig/Assets/Tank/MI_Tiling_Pipes_Brackets_01""',MaterialInstanceConstant'""/Game/SD_Art/Oil_Rig/Assets/Pipes/Valves/Valves_Medium/MI_Valve_Medium_01_Grey""')))"
Row_3585,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-316892.601163,Y=408722.104250,Z=1498.594036)","(Pitch=-0.000000,Yaw=-40.000006,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/SD_Art/Oil_Rig/Assets/Tank/SM_Fuel_Tank_Parts_01_.SM_Fuel_Tank_Parts_01_'',Materials=(MaterialInstanceConstant'""/Game/SD_Art/Oil_Rig/Assets/Pipes/Valves/Valves_Medium/MI_Valve_Medium_02_Grey""',MaterialInstanceConstant'""/Game/SD_Art/Oil_Rig/Assets/Pipes/Valves/Valves_Small/MI_Valve_Small_01_Grey""',MaterialInstanceConstant'""/Game/SD_Art/Oil_Rig/Assets/Tank/MI_Tiling_Pipes_Brackets_01""',MaterialInstanceConstant'""/Game/SD_Art/Oil_Rig/Assets/Tank/MI_Tiling_Tank_Welds_01""',MaterialInstanceConstant'""/Game/SD_Art/Oil_Rig/Assets/Pipes/Valves/Valves_Medium/MI_Valve_Medium_01_Grey""',MaterialInstanceConstant'""/Game/SD_Art/Oil_Rig/Assets/Pipes/Valves/Valves_Large/MI_Valve_Large_02_Grey""')))"
Row_3586,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-317199.018991,Y=408979.219233,Z=1498.594036)","(Pitch=-0.000000,Yaw=-40.000006,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/SD_Art/Oil_Rig/Assets/Tank/SM_Fuel_Tank_Parts_01_.SM_Fuel_Tank_Parts_01_'',Materials=(MaterialInstanceConstant'""/Game/SD_Art/Oil_Rig/Assets/Pipes/Valves/Valves_Medium/MI_Valve_Medium_02_Grey""',MaterialInstanceConstant'""/Game/SD_Art/Oil_Rig/Assets/Pipes/Valves/Valves_Small/MI_Valve_Small_01_Grey""',MaterialInstanceConstant'""/Game/SD_Art/Oil_Rig/Assets/Tank/MI_Tiling_Pipes_Brackets_01""',MaterialInstanceConstant'""/Game/SD_Art/Oil_Rig/Assets/Tank/MI_Tiling_Tank_Welds_01""',MaterialInstanceConstant'""/Game/SD_Art/Oil_Rig/Assets/Pipes/Valves/Valves_Medium/MI_Valve_Medium_01_Grey""',MaterialInstanceConstant'""/Game/SD_Art/Oil_Rig/Assets/Pipes/Valves/Valves_Large/MI_Valve_Large_02_Grey""')))"
Row_3587,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-317378.999479,Y=408764.726753,Z=1498.594036)","(Pitch=0.000000,Yaw=-39.999994,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/SD_Art/Oil_Rig/Assets/Tank/SM_Fuel_Tank_01_.SM_Fuel_Tank_01_'',Materials=(MaterialInstanceConstant'""/Game/SD_Art/Oil_Rig/Assets/Tank/MI_Tank_Platform""',MaterialInstanceConstant'""/Game/SD_Art/Oil_Rig/Assets/Tank/MI_Tiling_Tank_Welds_01""',MaterialInstanceConstant'""/Game/SD_Art/Oil_Rig/Assets/Pipes/Valves/Valves_Medium/MI_Valve_Medium_02_Grey""',MaterialInstanceConstant'""/Game/SD_Art/Oil_Rig/Assets/Tank/MI_Tiling_Pipes_Brackets_01""',MaterialInstanceConstant'""/Game/SD_Art/Oil_Rig/Assets/Pipes/Valves/Valves_Medium/MI_Valve_Medium_01_Grey""')))"
